82.76.0.0/14,"RCS-RDS RCS & RDS SA",RO
82.80.224.0/20,"BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd",IL
82.80.248.0/21,"BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd",IL
82.98.128.0/18,"DINAHOSTING-AS ASN de Dinahosting SL",ES
82.98.190.0/24,"DINAHOSTING-AS ASN de Dinahosting SL",ES
82.99.192.0/18,"PARSONLINE Pars Online PJS",IR
83.0.0.0/11,"TPNET Orange Polska Spolka Akcyjna",PL
83.103.128.0/17,"LGI-UPC Liberty Global Operations B.V.",AT
83.132.192.0/18,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",PT
83.137.144.0/21,"DUOCAST-AS Duocast B.V.",NL
83.143.232.0/21,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY _FARLEP-INVEST_",RU
83.143.80.0/21,"SERVETHEWORLD-AS ServeTheWorld AS",NO
83.149.126.0/24,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
83.149.64.0/18,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
83.149.8.0/23,"SONICDUO-AS PJSC MegaFon",RU
83.152.0.0/13,"PROXAD Free SAS",FR
83.167.224.0/19,"MASTER-AS Master Internet s.r.o",CZ
83.170.111.128/25,"UK2NET-AS UK2 - Ltd",GB
83.208.0.0/16,"O2-CZECH-REPUBLIC O2 Czech Republic, a.s.",CZ
83.218.232.0/23,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY _FARLEP-INVEST_",RU
83.222.212.0/22,"SONICDUO-AS PJSC MegaFon",RU
83.222.88.0/22,"ASN-UMN Closed Joint Stock Company TransTeleCom",RU
83.223.96.0/19,"GYRON ====",GB
83.233.152.0/25,"BREDBAND2 Bredband2 AB",SE
83.235.0.0/16,"OTENET-GR Ote SA (Hellenic Telecommunications Organisation)",GR
83.245.32.0/22,"LEVEL3 - Level 3 Communications, Inc.",US
83.247.0.0/17,"NL-SOLCON Solcon Internetdiensten B.V.",NL
83.31.0.0/16,"TPNET Orange Polska Spolka Akcyjna",PL
83.34.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
83.39.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
83.45.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
83.69.0.0/19,"ASN-SEVERTTK Closed Joint Stock Company TransTeleCom",RU
83.69.139.0/24,"UZSCI-AS Uzbek Scientific & Education Network",UZ
83.69.140.0/22,"UZSCI-AS Uzbek Scientific & Education Network",UZ
83.69.144.0/23,"UZSCI-AS Uzbek Scientific & Education Network",UZ
83.69.146.0/24,"UZSCI-AS Uzbek Scientific & Education Network",UZ
84.0.0.0/14,"HTC-AS Magyar Telekom Plc.",HU
84.10.128.0/17,"LGI-UPC Liberty Global Operations B.V.",AT
84.108.0.0/16,"BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd",IL
84.120.0.0/16,"ONO-AS VODAFONE ONO, S.A.",ES
84.124.0.0/16,"ONO-AS VODAFONE ONO, S.A.",ES
84.128.0.0/10,"DTAG Deutsche Telekom AG",DE
84.18.121.0/24,"TATTELECOM-AS OJSC _OAO TATTELECOM_",RU
84.18.96.0/19,"TATTELECOM-AS OJSC _OAO TATTELECOM_",RU
84.20.80.0/21,"PRONET-AL-AS Pronet sh.p.k.",AL
84.205.224.0/19,"SYZEFXIS INFORMATION SOCIETY S.A.",GR
84.21.128.0/19,"GCONNECT Challenger Technology Ltd",GB
84.21.128.0/22,"GCONNECT Challenger Technology Ltd",GB
84.21.142.0/24,"GCONNECT Challenger Technology Ltd",GB
84.210.192.0/21,"GET-NO Get AS",NO
84.220.0.0/14,"TISCALI-IT Tiscali Italia S.P.A.",IT
84.228.0.0/16,"GOLDENLINES-ASN 012 Smile Communications Ltd.",IL
84.23.192.0/19,"NOS Madeira Comunicacoes, S.A.",PT
84.246.210.0/24,"INFORTELECOM-AS Infortelecom Hosting, S.L.",ES
84.34.0.0/16,"AINAIP-AS AinaCom Oy",FI
84.37.0.0/16,"EASYNET Easynet Global Services",EU
84.54.131.0/24,"COMNET-AS Comnet Bulgaria Holding Ltd.",BG
84.72.0.0/14,"LGI-UPC Liberty Global Operations B.V.",AT
84.80.0.0/14,"KPN KPN Internet Solutions",EU
84.90.0.0/15,"AS13156 Cabovisao, televisao por cabovisao, sa",PT
85.10.192.0/18,"HETZNER-AS Hetzner Online GmbH",DE
85.104.0.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
85.110.0.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
85.121.206.0/24,"COBRATELECOM-AS CobraTELECOM SRL",RO
85.128.128.0/17,"NAZWAPL nazwa.pl S.A.",PL
85.138.0.0/15,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",PT
85.14.240.0/20,"MYLOC-AS myLoc managed IT AG",DE
85.157.0.0/16,"ANVIA Anvia Oyj",FI
85.157.128.0/20,"ANVIA Anvia Oyj",FI
85.157.32.0/19,"ANVIA Anvia Oyj",FI
85.17.0.0/16,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
85.17.242.128/25,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
85.185.128.0/17,"DCI-AS Information Technology Company (ITC)",IR
85.192.184.0/21,"ESOO-AS PJSC Rostelecom",RU
85.214.0.0/15,"STRATO STRATO AG",DE
85.214.192.0/18,"STRATO STRATO AG",DE
85.220.0.0/17,"ICENET-AS1 Siminn hf",IS
85.234.128.0/19,"SIMPLYTRANSIT Simply Transit Ltd",GB
85.236.152.0/21,"PLANETHOSTER-8 - PlanetHoster",CA
85.236.39.0/24,"INTERNETX-AS InterNetX GmbH",DE
85.240.0.0/13,"MEO-RESIDENCIAL MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.",PT
85.25.0.0/16,"PLUSSERVER-AS PlusServer AG",DE
85.25.185.0/24,"PLUSSERVER-AS PlusServer AG",DE
85.51.96.0/19,"UNI2-AS France Telecom Espana SA",ES
85.57.224.0/19,"UNI2-AS France Telecom Espana SA",ES
85.70.128.0/17,"O2-CZECH-REPUBLIC O2 Czech Republic, a.s.",CZ
85.72.0.0/14,"OTENET-GR Ote SA (Hellenic Telecommunications Organisation)",GR
85.75.0.0/16,"OTENET-GR Ote SA (Hellenic Telecommunications Organisation)",GR
85.87.0.0/16,"EUSKALTEL Euskaltel S.A.",ES
85.93.88.0/22,"PLUSSERVER-AS PlusServer AG",DE
85.95.252.0/24,"INETMAR INETMAR Internet Hizmetleri Autonomous System (izmir)",TR
85.96.0.0/12,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
85.96.128.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
85.98.128.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
86.104.160.0/21,"SUPERLINK-AS SuperLink Communications Co",PS
86.107.224.0/21,"MEDIASAT Media Sat SRL",RO
86.107.252.0/22,"AMBRA-AS AMBRA srl",RO
86.120.0.0/13,"RCS-RDS RCS & RDS SA",RO
86.128.0.0/10,"BT-UK-AS BT Public Internet Service",GB
86.16.0.0/13,"NTL Virgin Media Limited",GB
86.49.128.0/17,"LGI-UPC Liberty Global Operations B.V.",AT
86.61.0.0/17,"SIOL-NET Telekom Slovenije d.d.",SI
86.96.192.0/18,"EMIRATES-INTERNET Emirates Telecommunications Corporation",AE
86.98.0.0/17,"EMIRATES-INTERNET Emirates Telecommunications Corporation",AE
87.0.0.0/12,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
87.10.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
87.100.128.0/18,"DNA DNA Oy",FI
87.104.0.0/16,"TRE-FOR-BREDBAAND-AS TRE-FOR Bredbaand A/S",DK
87.106.0.0/16,"ONEANDONE-AS 1&1 Internet AG",DE
87.106.128.0/20,"ONEANDONE-AS 1&1 Internet AG",DE
87.106.144.0/21,"ONEANDONE-AS 1&1 Internet AG",DE
87.106.224.0/22,"ONEANDONE-AS 1&1 Internet AG",DE
87.116.128.0/18,"SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o.",RS
87.117.12.0/22,"ROSTOV-TELEGRAF-AS PJSC Rostelecom",RU
87.118.82.0/23,"KEYWEB-AS Keyweb AG",DE
87.118.84.0/22,"KEYWEB-AS Keyweb AG",DE
87.118.88.0/21,"KEYWEB-AS Keyweb AG",DE
87.118.96.0/19,"KEYWEB-AS Keyweb AG",DE
87.14.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
87.18.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
87.197.0.0/16,"Slovak Telecom, a. s.",SK
87.208.0.0/13,"VERSATEL Tele 2 Nederland B.V.",NL
87.216.0.0/15,"JAZZNET Jazz Telecom S.A.",ES
87.219.0.0/16,"JAZZNET Jazz Telecom S.A.",ES
87.229.0.0/17,"DENINET-HU-AS Deninet KFT",HU
87.229.26.0/24,"DENINET-HU-AS Deninet KFT",HU
87.230.0.0/17,"HOSTEUROPE-AS Host Europe GmbH",DE
87.234.227.240/29,"QSC-1 QSC AG",DE
87.236.221.0/24,"AS_ADAM OGIC Informatica S.L.",ES
87.238.192.0/21,"EVANZOAS EVANZO e-commerce GmbH",DE
87.238.192.0/22,"EVANZOAS EVANZO e-commerce GmbH",DE
87.238.196.0/23,"EVANZOAS EVANZO e-commerce GmbH",DE
87.238.198.0/24,"EVANZOAS EVANZO e-commerce GmbH",DE
87.238.209.0/24,"ITS-AS I.T.S",RS
87.238.210.0/24,"ITS-AS I.T.S",RS
87.239.96.0/21,"QFAST-AS Q-Fast Telecom B.V.",NL
87.241.252.0/23,"ENFORTA-AS Enforta Autonomous System",RU
87.242.64.0/18,"MASTERHOST-AS LLC _MASTERHOST_",RU
87.243.0.0/21,"NETVISION-AS Net Vision Telecom SRL",RO
87.247.64.0/18,"CGATES-AS UAB _Cgates_",LT
87.248.153.0/24,"CWM-AS CallWithMe",IR
87.250.64.0/20,"COMUNE-NOVARA-AS Comune di novara",IT
87.253.128.0/19,"TRANSIP-AS TransIP B.V.",NL
87.253.16.0/21,"ASN-YARTELECOM PJSC Rostelecom",RU
87.255.240.0/20,"KOMTEL-AS INTERCOMTEL Limited Company",RU
87.255.64.0/19,"AXAUTSYS Arax-Impex s.r.l.",MD
87.6.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
87.64.32.0/19,"BELGACOM-SKYNET-AS Proximus NV",BE
87.69.0.0/18,"GOLDENLINES-ASN 012 Smile Communications Ltd.",IL
87.8.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
87.96.141.0/24,"SE-ALLTELE AllTele Allmanna Svenska Telefonaktiebolaget",SE
87.98.128.0/17,"OVH OVH SAS",FR
87.98.128.0/18,"OVH OVH SAS",FR
87.99.0.0/18,"INTERNETIA_ETTH2-AS Internetia Sp.z o.o.",PL
88.100.0.0/15,"O2-CZECH-REPUBLIC O2 Czech Republic, a.s.",CZ
88.103.234.0/24,"O2-CZECH-REPUBLIC O2 Czech Republic, a.s.",CZ
88.112.0.0/14,"ELISA-AS Elisa Oyj",EU
88.116.0.0/15,"TELEKOM-AT A1 Telekom Austria AG",AT
88.119.64.0/18,"TEOLTAB TEO LT, AB",LT
88.120.0.0/13,"PROXAD Free SAS",FR
88.133.192.0/19,"TPP Telepark Passau GmbH",DE
88.147.0.0/17,"NGI-AS NGI SpA",IT
88.147.152.0/23,"VTK-AS PJSC Rostelecom",RU
88.15.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
88.150.252.0/23,"IOMART-AS Iomart",GB
88.160.0.0/11,"PROXAD Free SAS",FR
88.198.0.0/16,"HETZNER-AS Hetzner Online GmbH",DE
88.198.107.32/27,"HETZNER-AS Hetzner Online GmbH",DE
88.198.16.0/20,"HETZNER-AS Hetzner Online GmbH",DE
88.198.227.96/27,"HETZNER-AS Hetzner Online GmbH",DE
88.199.54.0/23,NO_N,ZZ
88.2.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
88.20.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
88.201.128.0/17,"IWAN1-AS iWAN Closed Joint-Stock Company",RU
88.202.224.0/21,"UK2NET-AS UK2 - Ltd",GB
88.204.72.0/21,"TUSUR-AS Federal State Budget Educational Institution of Higher Professional Education _Tomsk State University of Control Systems and Radio Electronics_",RU
88.208.192.0/18,"ONEANDONE-AS 1&1 Internet AG",DE
88.208.64.0/18,"DIALTELECOM-AS Dial Telecom, a.s.",SK
88.21.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
88.210.64.0/18,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",PT
88.214.224.0/19,"NATCOWEB - NatCoWeb Corp.",US
88.224.0.0/11,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
88.232.0.0/16,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
88.240.128.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
88.245.0.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
88.249.0.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
88.80.184.0/21,"TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED",GB
88.80.21.128/25,"PRQ-AS PeRiQuito AB",SE
89.105.192.0/19,"AVIRA-AS Avira B.V.",NL
89.106.240.0/21,"ITSS-AS Riffle Media BVBA",BE
89.108.76.0/22,"AGAVA3 Agava Ltd.",RU
89.123.0.0/16,"RTD TELEKOM ROMANIA COMMUNICATION S.A",RO
89.144.0.0/18,"ASGHOSTNET GHOSTnet GmbH",DE
89.145.64.0/18,"GYRON ====",GB
89.146.160.0/20,"BIHNET BH Telecom d.d. Sarajevo",BA
89.150.128.0/18,"FULLRATE TDC A/S",DK
89.154.128.0/18,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",PT
89.155.0.0/18,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",PT
89.163.128.0/17,"UNITEDCOLO-AS United Gameserver GmbH",DE
89.181.0.0/17,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",PT
89.185.8.0/21,"TVCOM-ALTAIR-AS TVCOM Ltd.",UA
89.189.128.0/19,"UBN-AS OJSC _Ufanet_",RU
89.208.192.0/18,"DINET-AS JSC Digital Network",RU
89.209.0.0/16,"MTS MTS PJSC",RU
89.212.64.0/18,"T-2-AS T-2, d.o.o.",SI
89.218.144.0/20,"KAZTELECOM-AS JSC Kazakhtelecom",KZ
89.221.248.0/21,TELE2,EU
89.221.250.0/23,TELE2,EU
89.226.0.0/16,"AS-COMPLETEL COMPLETEL SAS France",FR
89.229.0.0/16,"MULTIMEDIA-AS Multimedia Polska S.A.",PL
89.234.157.252/30,NO_N,ZZ
89.238.128.0/18,"M247 M247 Ltd",GB
89.238.192.0/18,"TTI-NET Euroweb Romania SA",RO
89.248.160.0/21,"ECATEL-AS Ecatel LTD",NL
89.248.168.0/24,"ECATEL-AS Ecatel LTD",NL
89.248.170.0/23,"ECATEL-AS Ecatel LTD",NL
89.248.96.0/20,"INTERDOMINIOS Grupo Interdominios S.A.",ES
89.252.144.0/23,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.252.146.0/24,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.252.147.0/25,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.252.147.128/26,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.252.147.192/27,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.252.147.224/28,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.252.147.240/29,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.252.147.248/30,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.252.147.252/31,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.252.147.254/32,"MAYANET Maya Iletisim Ticaret Limited Sirketi",TR
89.254.224.0/21,"KIROV-CAIT-AS PJSC Rostelecom",RU
89.31.56.0/21,NO_N,ZZ
89.31.72.0/21,"GENESYS-AS genesys informatica srl",IT
89.33.96.0/22,"MILLENNIUM-IT-AS Millennium IT SRL",RO
89.38.212.0/22,NO_N,ZZ
89.42.216.0/24,"GTSCE T-Mobile Czech Republic a.s.",CZ
89.46.128.0/22,"INTERSAT-AS Intersat SRL",RO
89.47.16.0/20,"XTGLOBAL XT GLOBAL NETWORKS LTD.",RO
89.64.0.0/12,"LGI-UPC Liberty Global Operations B.V.",AT
89.64.0.0/19,"LGI-UPC Liberty Global Operations B.V.",AT
89.80.0.0/12,"ASN-BOUYGTEL-ISP Bouygues Telecom SA",FR
90.147.26.0/24,"ASGARR Consortium GARR",EU
90.156.128.0/17,"MASTERHOST-AS LLC _MASTERHOST_",RU
90.176.0.0/13,"O2-CZECH-REPUBLIC O2 Czech Republic, a.s.",CZ
90.180.0.0/14,"O2-CZECH-REPUBLIC O2 Czech Republic, a.s.",CZ
90.182.0.0/15,"O2-CZECH-REPUBLIC O2 Czech Republic, a.s.",CZ
90.184.0.0/15,"FULLRATE TDC A/S",DK
90.224.0.0/14,"TELIANET-SWEDEN TeliaSonera AB",SE
90.228.0.0/16,"TELIANET-SWEDEN TeliaSonera AB",SE
90.77.192.0/18,"UNI2-AS France Telecom Espana SA",ES
91.105.232.0/21,"H1ASN H1 LLC",RU
91.106.128.0/18,NO_N,ZZ
91.108.183.0/24,"AS-60485 Inter Connects Inc",EE
91.109.136.0/21,"TIS-DIALOG-AS TIS Dialog LLC",RU
91.121.0.0/16,"OVH OVH SAS",FR
91.121.0.0/19,"OVH OVH SAS",FR
91.121.160.0/19,"OVH OVH SAS",FR
91.121.220.0/22,"OVH OVH SAS",FR
91.121.64.0/18,"OVH OVH SAS",FR
91.139.128.0/17,"BULSATCOM-BG-AS Bulsatcom AD",BG
91.143.16.0/20,"MEGALOG-PLUS-AS Megalog-Plus Ltd",RU
91.143.18.0/24,"MEGALOG-PLUS-AS Megalog-Plus Ltd",RU
91.143.60.0/23,"TNGS-FARNORTHNET CJSC _COMSTAR-regions_",RU
91.148.128.0/18,"POWERNET-AS Telehouse EAD",BG
91.149.154.0/24,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
91.151.208.0/20,"DATAHOP Six Degrees Managed Data Limited",GB
91.159.0.0/16,"ELISA-AS Elisa Oyj",EU
91.180.0.0/14,"BELGACOM-SKYNET-AS Proximus NV",BE
91.184.48.0/20,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
91.187.72.0/22,"ANDORRA Servei de Telecomunicacions d_Andorra",AD
91.189.144.0/21,"METEORIC-AS Meteoric Ltd",GB
91.193.172.0/24,"BANKINFORM-AS CONTENT DELIVERY NETWORK LTD",UA
91.194.84.0/23,"MYLOC-AS myLoc managed IT AG",DE
91.195.206.0/23,"DIATEM DIATEM SARL",FR
91.197.216.0/22,"ALFABANK-UA CJSC Alfa Bank",UA
91.198.127.74,"AS-REGION40 Trusov Ilya Igorevych",UA
91.198.27.0/24,"RIJNDATA-AS Technotop Internet BV",NL
91.198.47.0/24,"CLARANET-AS ClaraNET LTD",GB
91.199.226.0/24,"ARCA Armenian Card (ArCa) CJSC",AM
91.200.12.0/22,"ALNET-AS PP SKS-Lugan",UA
91.200.80.0/24,NO_N,ZZ
91.200.81.0/24,NO_N,ZZ
91.200.82.0/24,NO_N,ZZ
91.201.52.0/23,"INTERNET-PRO-AS Internet-Pro Ltd",RU
91.203.144.0/22,"GOODNET-AS FOP Kazakov Oleksandr Oleksandrovich",UA
91.203.4.0/22,"VOLIA-AS Kyivski Telekomunikatsiyni Merezhi LLC",UA
91.203.40.0/22,"NET-SVEBUT-AS Nordiska Driftkompaniet AB",SE
91.204.208.0/22,"RACKSRV RackSRV Communications Limited",GB
91.206.18.0/23,"BASE-AS Base Ltd.",RU
91.207.4.0/22,"STEEPHOST-AS PP Andrey Kiselev",UA
91.207.60.0/23,"XSERVER-IP-NETWORK-AS PE Ivanov Vitaliy Sergeevich",UA
91.207.8.0/23,"STEEPHOST-AS PP Andrey Kiselev",UA
91.208.99.0/24,NO_N,ZZ
91.210.144.0/22,"ITANDTEL-AS eww ag",AT
91.210.176.0/22,"GIGANET-UA-AS FOP Sinev Maksim Viktorovich",UA
91.212.124.0/24,"UA-DC Nikultsev Aleksandr Nikolaevich",RU
91.212.205.0/24,"PRIVIANET-AS Privianet s.a.r.l",FR
91.213.8.0/24,"XSERVER-IP-NETWORK-AS PE Ivanov Vitaliy Sergeevich",UA
91.214.200.0/22,"ROXNET-COM-AS SRL ROXNET-COM",MD
91.214.68.0/22,"ARTPLANET-AS ArtPlanet LLC",RU
91.215.136.0/23,NO_N,ZZ
91.215.148.0/22,"IMATRIX MATRIX PC bv.",NL
91.215.153.0/24,"ITL-BG ITL Company",BG
91.216.240.0/24,NO_N,ZZ
91.216.3.0/24,NO_N,ZZ
91.217.82.0/23,"ATOM-HOSTING Atom Hosting SRL",RO
91.218.124.0/22,"SERVERIUS-AS Serverius Holding B.V.",NL
91.218.248.0/22,"SOFTMAGAZIN-NET IT Lite Ltd.",RU
91.219.192.0/22,"BEST-HOSTER Best-Hoster Group Co. Ltd",RU
91.220.230.0/24,"TERNNET Ternivske Telebachennya LTD",UA
91.222.60.0/24,"MIRANET-NET SIM-TELECOM LLC.",UA
91.223.223.0/24,"DATAGROUP PRIVATE JOINT STOCK COMPANY _DATAGROUP_",UA
91.224.102.0/23,"BAYKAL-INCANET-AS BIKS+ Ltd",RU
91.224.160.0/23,"SERVERIUS-AS Serverius Holding B.V.",NL
91.225.120.0/22,NO_N,ZZ
91.225.72.0/22,NO_N,ZZ
91.226.112.0/22,"TTI-NET Euroweb Romania SA",RO
91.226.12.0/23,"ASZZZING Zing Ltd.",RU
91.226.126.0/24,"WZCOM-US - WZ Communications Inc.",US
91.226.212.0/23,"XSERVER-IP-NETWORK-AS PE Ivanov Vitaliy Sergeevich",UA
91.228.196.0/22,NO_N,ZZ
91.228.236.0/24,NO_N,ZZ
91.229.229.0/24,"VOLJAGLAS-AS VOLJAGLAS d.o.o.",HR
91.229.76.0/22,"FREEHOST PE Freehost",UA
91.230.110.0/24,"KLASS-AS Klass Ltd.",RU
91.230.204.0/23,"GREENER-AS Greener, Marcin Waligorski",PL
91.233.116.0/23,"ASEUHOST Oy Creanova Hosting Solutions Ltd.",FI
91.233.89.0/24,"GT-AS Invest Mobile LLC",RU
91.236.120.0/24,"PROEKTPROFDEVELOPMENT-AS ProektProfDevelopment ltd.",RU
91.236.172.0/22,"ARKADIA Arkadia s.c. Krzysztof Rozmus, Barbara Rozmus",PL
91.238.114.0/24,"LEADERNET-AS Trade House _BelRosResursu_ LTD",RU
91.238.160.0/22,"PULSANT-AS Pulsant (Scotland) Ltd",GB
91.238.82.0/24,"SATELLITENET-AS Transport company UGRA LTD",RU
91.239.138.0/24,"COMPNETUA-AS TOV _Kompjuternie Merezhi_",UA
91.239.24.0/24,"GAZINVESTPROEKT-AS GazInvestProekt ltd.",RU
91.239.244.0/22,"AKASHANET-AS Akasha.net Sp. z o.o.",PL
91.242.217.0/24,"ATIGASERVICES-AS ATIGA SERVICES Ltd.",AE
91.246.112.0/20,"LKS-AS Lipetskie Kabelnie Seti LLC",UA
91.246.4.0/22,"DATAGROUP PRIVATE JOINT STOCK COMPANY _DATAGROUP_",UA
91.247.144.0/23,"CRONON-AS Vautron Rechenzentrum AG",DE
91.82.84.0/23,"INVITEL Invitel Tavkozlesi Zrt.",HU
91.90.8.0/21,"SOBORKA-AS Comfo LTD",UA
91.98.0.0/19,"PARSONLINE Pars Online PJS",IR
92.0.0.0/11,"OPALTELECOM-AS TalkTalk Communications Limited",GB
92.110.0.0/15,"LGI-UPC Liberty Global Operations B.V.",AT
92.110.0.0/16,"LGI-UPC Liberty Global Operations B.V.",AT
92.111.0.0/17,"LGI-UPC Liberty Global Operations B.V.",AT
92.114.128.0/17,"MOLDTELECOM-AS Moldtelecom SA",MD
92.124.0.0/14,"SIBIRTELECOM-AS PJSC Rostelecom",RU
92.126.224.0/19,"ROSTELECOM-AS PJSC Rostelecom",RU
92.136.126.0/24,"AS3215 Orange S.A.",FR
92.136.153.0/24,"AS3215 Orange S.A.",FR
92.153.0.0/16,"AS3215 Orange S.A.",FR
92.222.0.0/16,"OVH OVH SAS",FR
92.222.224.24/30,"OVH OVH SAS",FR
92.24.0.0/14,"OPALTELECOM-AS TalkTalk Communications Limited",GB
92.240.224.0/19,"LIGHTSTORM-COMMUNICATIONS-SRO-SK-AS LightStorm Communications s.r.o.",SK
92.241.32.0/22,"BAT-AS9038 Batelco Jordan",JO
92.242.224.0/19,"MTNET-AS MAGIC NET D.O.O.",HR
92.243.68.0/24,"INFOBOX-AS ZAO _National Telecommunications_",RU
92.246.0.0/19,"ASEMNET EnergiMidt Fiberbredband A/S",DK
92.246.220.0/23,"RTC-ORENBURG-AS MTS PJSC",RU
92.247.128.0/18,"SPECTRUMNET MOBILTEL EAD",BG
92.249.128.0/17,"DIGICABLE DIGI Tavkozlesi es Szolgaltato Kft.",HU
92.254.128.0/18,RIKSNET,SE
92.28.0.0/15,"OPALTELECOM-AS TalkTalk Communications Limited",GB
92.37.0.0/17,"AMIS Amis d.o.o.",SI
92.39.240.0/23,"ELBMULTIMEDIA ELB MULTIMEDIA",FR
92.43.119.160/27,"PL-BEYOND-AS E24 sp. z o.o.",PL
92.43.216.0/21,"WEBLAND-AS Webland AG",CH
92.46.0.0/18,"KAZTELECOM-AS JSC Kazakhtelecom",KZ
92.51.128.0/18,"HOSTEUROPE-AS Host Europe GmbH",DE
92.51.72.0/21,"DELTANET-NET DELTA-NET LTD.",GE
92.53.96.0/24,"TIMEWEB-AS OOO TimeWeb",RU
92.57.22.0/23,"UNI2-AS France Telecom Espana SA",ES
92.63.128.0/20,"MELBOURNE-AS Melbourne Server Hosting Ltd.",GB
92.63.80.0/20,"MWTV-AS1 SIA _MWTV_",LV
92.63.81.0/24,"MWTV-AS1 SIA _MWTV_",LV
92.63.87.0/24,"MWTV-AS1 SIA _MWTV_",LV
92.63.88.0/24,"MWTV-AS1 SIA _MWTV_",LV
92.85.0.0/16,"RTD TELEKOM ROMANIA COMMUNICATION S.A",RO
92.85.160.0/21,"RTD TELEKOM ROMANIA COMMUNICATION S.A",RO
92.96.0.0/18,"EMIRATES-INTERNET Emirates Telecommunications Corporation",AE
92.98.0.0/18,"EMIRATES-INTERNET Emirates Telecommunications Corporation",AE
93.103.160.0/19,"T-2-AS T-2, d.o.o.",SI
93.115.80.0/21,"VOXILITY Voxility S.R.L.",RO
93.116.192.0/18,"MOLDTELECOM-AS Moldtelecom SA",MD
93.125.126.0/24,"GARANT-GOMEL Gomelsky RTSC Garant JSC",BY
93.125.65.0/24,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
93.125.99.0/24,"BELPAK-AS Republican Unitary Telecommunication Enterprise Beltelecom",BY
93.127.148.0/24,"ACCELERATED-IT Accelerated IT Services GmbH",DE
93.139.0.0/16,"T-HT Hrvatski Telekom d.d.",HR
93.141.0.0/16,"T-HT Hrvatski Telekom d.d.",HR
93.146.0.0/16,"VODAFONE-IT-ASN Vodafone Omnitel B.V.",IT
93.149.0.0/16,"VODAFONE-IT-ASN Vodafone Omnitel B.V.",IT
93.157.96.0/21,"TELEPULS-AS Oxylion S. A.",PL
93.158.240.0/20,"ARD-TELEPORT ARD Teleport LTD.",RU
